コード,会社名,市場区分,新市場区分,「上場維持基準の適合に向けた計画書」を開示している会社,備考
8132,シナネンホールディングス株式会社,市場第一部,プライム市場,,
8133,伊藤忠エネクス株式会社,市場第一部,プライム市場,,
8135,ゼット株式会社,市場第二部,スタンダード市場,,
8136,株式会社サンリオ,市場第一部,プライム市場,,
8137,サンワテクノス株式会社,市場第一部,プライム市場,,
8138,三京化成株式会社,市場第二部,スタンダード市場,,
8139,株式会社ナガホリ,市場第二部,スタンダード市場,,
8140,株式会社リョーサン,市場第一部,プライム市場,,
8141,新光商事株式会社,市場第一部,プライム市場,,
8142,株式会社トーホー,市場第一部,プライム市場,,
8143,株式会社ラピーヌ,市場第二部,スタンダード市場,✓,
8144,株式会社電響社,市場第二部,スタンダード市場,,
8147,株式会社トミタ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8150,三信電気株式会社,市場第一部,プライム市場,✓,
8151,株式会社東陽テクニカ,市場第一部,プライム市場,,
8152,ソマール株式会社,市場第二部,スタンダード市場,,
8153,株式会社モスフードサービス,市場第一部,プライム市場,,
8154,加賀電子株式会社,市場第一部,プライム市場,,
8155,三益半導体工業株式会社,市場第一部,プライム市場,,
8157,都築電気株式会社,市場第一部,プライム市場,,
8158,ソーダニッカ株式会社,市場第一部,プライム市場,✓,
8159,株式会社立花エレテック,市場第一部,プライム市場,,
8160,株式会社木曽路,市場第一部,プライム市場,,
8163,ＳＲＳホールディングス株式会社,市場第一部,プライム市場,,
8165,株式会社千趣会,市場第一部,プライム市場,,
8166,株式会社タカキュー,市場第一部,スタンダード市場,,
8167,株式会社リテールパートナーズ,市場第一部,プライム市場,,
8168,株式会社ケーヨー,市場第一部,プライム市場,,
8173,上新電機株式会社,市場第一部,プライム市場,,
8174,日本瓦斯株式会社,市場第一部,プライム市場,,
8179,ロイヤルホールディングス株式会社,市場第一部,プライム市場,,
8181,株式会社東天紅,市場第一部,スタンダード市場,,
8182,株式会社いなげや,市場第一部,プライム市場,,
8185,株式会社チヨダ,市場第一部,プライム市場,,
8194,株式会社ライフコーポレーション,市場第一部,プライム市場,,
8198,マックスバリュ東海株式会社,市場第二部,スタンダード市場,✓,
8200,株式会社リンガーハット,市場第一部,プライム市場,,
8202,ラオックス株式会社,市場第二部,スタンダード市場,,
8203,株式会社ＭｒＭａｘＨＤ,市場第一部,プライム市場,,
8207,テンアライド株式会社,市場第一部,スタンダード市場,,
8208,株式会社エンチョー,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8209,株式会社フレンドリー,市場第二部,スタンダード市場,✓,
8214,株式会社ＡＯＫＩホールディングス,市場第一部,プライム市場,,
8215,株式会社銀座山形屋,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
8217,株式会社オークワ,市場第一部,プライム市場,,
8218,株式会社コメリ,市場第一部,プライム市場,,
8219,青山商事株式会社,市場第一部,プライム市場,,
8225,株式会社タカチホ,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
8226,株式会社理経,市場第二部,スタンダード市場,,
8227,株式会社しまむら,市場第一部,プライム市場,,
8230,株式会社はせがわ,市場第一部,スタンダード市場,,
8233,株式会社高島屋,市場第一部,プライム市場,,
8237,株式会社松屋,市場第一部,プライム市場,,
8242,エイチ・ツー・オー　リテイリング株式会社,市場第一部,プライム市場,,
8244,株式会社近鉄百貨店,市場第一部,スタンダード市場,✓,
8247,株式会社大和,市場第二部,スタンダード市場,✓,
8249,株式会社テクノアソシエ,市場第二部,スタンダード市場,,
8252,株式会社丸井グループ,市場第一部,プライム市場,,
8253,株式会社クレディセゾン,市場第一部,プライム市場,,
8254,株式会社さいか屋,市場第二部,スタンダード市場,✓,
8255,アクシアル　リテイリング株式会社,市場第一部,プライム市場,,
8256,株式会社プロルート丸光,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8260,株式会社井筒屋,市場第一部,スタンダード市場,,
8267,イオン株式会社,市場第一部,プライム市場,,
8273,株式会社イズミ,市場第一部,プライム市場,,
8275,株式会社フォーバル,市場第一部,プライム市場,✓,
8276,株式会社平和堂,市場第一部,プライム市場,,
8278,株式会社フジ,市場第一部,プライム市場,,
8279,株式会社ヤオコー,市場第一部,プライム市場,,
8281,ゼビオホールディングス株式会社,市場第一部,プライム市場,,
8282,株式会社ケーズホールディングス,市場第一部,プライム市場,,
8283,株式会社ＰＡＬＴＡＣ,市場第一部,プライム市場,,
8285,三谷産業株式会社,市場第一部,プライム市場,,
8287,マックスバリュ西日本株式会社,市場第二部,スタンダード市場,,
8289,株式会社Ｏｌｙｍｐｉｃグループ,市場第一部,スタンダード市場,,
8291,日産東京販売ホールディングス株式会社,市場第一部,プライム市場,✓,
8303,株式会社新生銀行,市場第一部,スタンダード市場,,
8304,株式会社あおぞら銀行,市場第一部,プライム市場,,
8306,株式会社三菱ＵＦＪフィナンシャル・グループ,市場第一部,プライム市場,,
8308,株式会社りそなホールディングス,市場第一部,プライム市場,,
8309,三井住友トラスト・ホールディングス株式会社,市場第一部,プライム市場,,
8316,株式会社三井住友フィナンシャルグループ,市場第一部,プライム市場,,
8331,株式会社千葉銀行,市場第一部,プライム市場,,
8334,株式会社群馬銀行,市場第一部,プライム市場,,
8336,株式会社武蔵野銀行,市場第一部,プライム市場,,
8337,株式会社千葉興業銀行,市場第一部,プライム市場,✓,
8338,株式会社筑波銀行,市場第一部,プライム市場,,
8341,株式会社七十七銀行,市場第一部,プライム市場,,
8342,株式会社青森銀行,市場第一部,プライム市場,,
8343,株式会社秋田銀行,市場第一部,プライム市場,,
8344,株式会社山形銀行,市場第一部,プライム市場,,
8345,株式会社岩手銀行,市場第一部,プライム市場,,
8346,株式会社東邦銀行,市場第一部,プライム市場,,
8349,株式会社東北銀行,市場第一部,スタンダード市場,,
8350,株式会社みちのく銀行,市場第一部,プライム市場,,
8354,株式会社ふくおかフィナンシャルグループ,市場第一部,プライム市場,,
8355,株式会社静岡銀行,市場第一部,プライム市場,,
8358,スルガ銀行株式会社,市場第一部,プライム市場,,
8359,株式会社八十二銀行,市場第一部,プライム市場,,
8360,株式会社山梨中央銀行,市場第一部,プライム市場,,
8361,株式会社大垣共立銀行,市場第一部,プライム市場,,
8362,株式会社福井銀行,市場第一部,プライム市場,,
8364,株式会社清水銀行,市場第一部,プライム市場,,
8365,株式会社富山銀行,市場第一部,スタンダード市場,,
8366,株式会社滋賀銀行,市場第一部,プライム市場,,
8367,株式会社南都銀行,市場第一部,プライム市場,,
8368,株式会社百五銀行,市場第一部,プライム市場,,
8369,株式会社京都銀行,市場第一部,プライム市場,,
8370,株式会社紀陽銀行,市場第一部,プライム市場,,
8377,株式会社ほくほくフィナンシャルグループ,市場第一部,プライム市場,,
8381,株式会社山陰合同銀行,市場第一部,プライム市場,,
8382,株式会社中国銀行,市場第一部,プライム市場,,
8383,株式会社鳥取銀行,市場第一部,スタンダード市場,,
8385,株式会社伊予銀行,市場第一部,プライム市場,,
8386,株式会社百十四銀行,市場第一部,プライム市場,,
8387,株式会社四国銀行,市場第一部,プライム市場,,
8388,株式会社阿波銀行,市場第一部,プライム市場,,
8392,株式会社大分銀行,市場第一部,プライム市場,,
8393,株式会社宮崎銀行,市場第一部,プライム市場,,
8395,株式会社佐賀銀行,市場第一部,プライム市場,,
8399,株式会社琉球銀行,市場第一部,プライム市場,,
8410,株式会社セブン銀行,市場第一部,プライム市場,,
8411,株式会社みずほフィナンシャルグループ,市場第一部,プライム市場,,
8416,株式会社高知銀行,市場第一部,スタンダード市場,,
8418,株式会社山口フィナンシャルグループ,市場第一部,プライム市場,,
8424,芙蓉総合リース株式会社,市場第一部,プライム市場,,
8425,みずほリース株式会社,市場第一部,プライム市場,,
8439,東京センチュリー株式会社,市場第一部,プライム市場,,
8462,フューチャーベンチャーキャピタル株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8473,ＳＢＩホールディングス株式会社,市場第一部,プライム市場,,
8508,Ｊトラスト株式会社,市場第二部,スタンダード市場,,
8511,日本証券金融株式会社,市場第一部,プライム市場,,
8515,アイフル株式会社,市場第一部,プライム市場,,
8518,日本アジア投資株式会社,市場第一部,スタンダード市場,,
8521,株式会社長野銀行,市場第一部,スタンダード市場,,
8522,株式会社名古屋銀行,市場第一部,プライム市場,,
8524,株式会社北洋銀行,市場第一部,プライム市場,,
8527,株式会社愛知銀行,市場第一部,プライム市場,,
8530,株式会社中京銀行,市場第一部,プライム市場,,
8537,株式会社大光銀行,市場第一部,スタンダード市場,,
8541,株式会社愛媛銀行,市場第一部,プライム市場,,
8542,株式会社トマト銀行,市場第一部,スタンダード市場,,
8544,株式会社京葉銀行,市場第一部,プライム市場,,
8550,株式会社栃木銀行,市場第一部,プライム市場,,
8551,株式会社北日本銀行,市場第一部,プライム市場,,
8558,株式会社東和銀行,市場第一部,プライム市場,,
8562,株式会社福島銀行,市場第一部,スタンダード市場,,
8563,株式会社大東銀行,市場第一部,スタンダード市場,,
8566,リコーリース株式会社,市場第一部,プライム市場,,
8570,イオンフィナンシャルサービス株式会社,市場第一部,プライム市場,,
8572,アコム株式会社,市場第一部,スタンダード市場,,
8584,株式会社ジャックス,市場第一部,プライム市場,,
8585,株式会社オリエントコーポレーション,市場第一部,プライム市場,✓,
8591,オリックス株式会社,市場第一部,プライム市場,,
8593,三菱ＨＣキャピタル株式会社,市場第一部,プライム市場,,
8595,ジャフコ　グループ株式会社,市場第一部,プライム市場,,
8596,株式会社九州リースサービス,市場第一部,スタンダード市場,,
8600,トモニホールディングス株式会社,市場第一部,プライム市場,,
8601,株式会社大和証券グループ本社,市場第一部,プライム市場,,
8604,野村ホールディングス株式会社,市場第一部,プライム市場,,
8609,株式会社岡三証券グループ,市場第一部,プライム市場,,
8613,丸三証券株式会社,市場第一部,プライム市場,,
8614,東洋証券株式会社,市場第一部,プライム市場,,
8616,東海東京フィナンシャル・ホールディングス株式会社,市場第一部,プライム市場,,
8617,光世証券株式会社,市場第一部,スタンダード市場,,
8622,水戸証券株式会社,市場第一部,プライム市場,,
8624,いちよし証券株式会社,市場第一部,プライム市場,,
8628,松井証券株式会社,市場第一部,プライム市場,,
8630,ＳＯＭＰＯホールディングス株式会社,市場第一部,プライム市場,,
8697,株式会社日本取引所グループ,市場第一部,プライム市場,,
8698,マネックスグループ株式会社,市場第一部,プライム市場,,
8699,ＨＳホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8700,丸八証券株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8704,トレイダーズホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8705,岡藤日産証券ホールディングス株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8706,極東証券株式会社,市場第一部,プライム市場,,
8707,岩井コスモホールディングス株式会社,市場第一部,プライム市場,,
8708,アイザワ証券グループ株式会社,市場第一部,プライム市場,,
8713,フィデアホールディングス株式会社,市場第一部,プライム市場,,
8714,株式会社池田泉州ホールディングス,市場第一部,プライム市場,,
8715,アニコム　ホールディングス株式会社,市場第一部,プライム市場,,
8725,ＭＳ＆ＡＤインシュアランスグループホールディングス株式会社,市場第一部,プライム市場,,
8732,株式会社マネーパートナーズグループ,市場第一部,プライム市場,✓,
8737,株式会社あかつき本社,市場第二部,スタンダード市場,,
8739,スパークス・グループ株式会社,市場第一部,プライム市場,,
8740,フジトミ証券株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8742,株式会社小林洋行,市場第一部,スタンダード市場,,
8746,第一商品株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8747,豊トラスティ証券株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8750,第一生命ホールディングス株式会社,市場第一部,プライム市場,,
8766,東京海上ホールディングス株式会社,市場第一部,プライム市場,,
8769,株式会社アドバンテッジリスクマネジメント,市場第一部,プライム市場,✓,
8771,イー・ギャランティ株式会社,市場第一部,プライム市場,,
8772,株式会社アサックス,市場第一部,スタンダード市場,,
8783,ＧＦＡ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8789,フィンテック　グローバル株式会社,市場第二部,スタンダード市場,,
8793,ＮＥＣキャピタルソリューション株式会社,市場第一部,プライム市場,,
8795,株式会社Ｔ＆Ｄホールディングス,市場第一部,プライム市場,,
8798,株式会社アドバンスクリエイト,市場第一部,プライム市場,,
8801,三井不動産株式会社,市場第一部,プライム市場,,
8802,三菱地所株式会社,市場第一部,プライム市場,,
8803,平和不動産株式会社,市場第一部,プライム市場,,
8804,東京建物株式会社,市場第一部,プライム市場,,
8806,ダイビル株式会社,市場第一部,スタンダード市場,,
8818,京阪神ビルディング株式会社,市場第一部,プライム市場,,
8830,住友不動産株式会社,市場第一部,プライム市場,,
8835,太平洋興発株式会社,市場第一部,スタンダード市場,,
8836,株式会社ＲＩＳＥ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8841,株式会社テーオーシー,市場第一部,スタンダード市場,✓,
8842,株式会社東京楽天地,市場第一部,プライム市場,,
8844,株式会社コスモスイニシア,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8848,株式会社レオパレス２１,市場第一部,プライム市場,,
8850,スターツコーポレーション株式会社,市場第一部,プライム市場,,
8854,株式会社日住サービス,市場第二部,スタンダード市場,,
8860,フジ住宅株式会社,市場第一部,プライム市場,,
8864,空港施設株式会社,市場第一部,プライム市場,,
8869,明和地所株式会社,市場第一部,プライム市場,✓,
8871,株式会社ゴールドクレスト,市場第一部,プライム市場,,
8876,株式会社リログループ,市場第一部,プライム市場,,
8877,エスリード株式会社,市場第一部,プライム市場,,
8881,株式会社日神グループホールディングス,市場第一部,プライム市場,,
8886,株式会社ウッドフレンズ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8887,リベレステ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8889,ＡＰＡＭＡＮ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8890,株式会社レーサム,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
8891,ＡＭＧホールディングス株式会社,市場第二部,スタンダード市場,,
8892,株式会社日本エスコン,市場第一部,プライム市場,,
8893,株式会社新日本建物,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8894,株式会社ＲＥＶＯＬＵＴＩＯＮ,市場第二部,スタンダード市場,,
8897,株式会社タカラレーベン,市場第一部,プライム市場,,
8898,株式会社センチュリー２１・ジャパン,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8903,株式会社サンウッド,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8904,株式会社ＡＶＡＮＴＩＡ,市場第一部,プライム市場,✓,
8905,イオンモール株式会社,市場第一部,プライム市場,,
8908,株式会社毎日コムネット,市場第一部,スタンダード市場,,
8909,株式会社シノケングループ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8912,株式会社エリアクエスト,市場第二部,スタンダード市場,,
8914,エリアリンク株式会社,市場第二部,スタンダード市場,,
8917,ファースト住建株式会社,市場第一部,プライム市場,✓,
8918,株式会社ランド,市場第一部,スタンダード市場,,
8919,株式会社カチタス,市場第一部,プライム市場,,
8920,株式会社東祥,市場第一部,スタンダード市場,,
8922,日本アセットマーケティング株式会社,マザーズ,グロース市場,,
8923,トーセイ株式会社,市場第一部,プライム市場,,
8925,株式会社アルデプロ,市場第二部,スタンダード市場,,
8927,株式会社明豊エンタープライズ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8928,穴吹興産株式会社,市場第一部,スタンダード市場,,
8929,株式会社青山財産ネットワークス,市場第二部,スタンダード市場,,
8931,和田興産株式会社,市場第二部,スタンダード市場,,
8934,サンフロンティア不動産株式会社,市場第一部,プライム市場,,
8935,株式会社ＦＪネクストホールディングス,市場第一部,プライム市場,,
8938,グローム・ホールディングス株式会社,ＪＡＳＤＡＱグロース,グロース市場,,
8940,株式会社インテリックス,市場第一部,プライム市場,✓,
8944,株式会社ランドビジネス,市場第一部,スタンダード市場,,
8945,サンネクスタグループ株式会社,市場第一部,プライム市場,✓,
8946,株式会社ＡＳＩＡＮ　ＳＴＡＲ,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
8995,株式会社誠建設工業,市場第二部,スタンダード市場,✓,
8999,グランディハウス株式会社,市場第一部,プライム市場,✓,
9001,東武鉄道株式会社,市場第一部,プライム市場,,
9003,相鉄ホールディングス株式会社,市場第一部,プライム市場,,
9005,東急株式会社,市場第一部,プライム市場,,
9006,京浜急行電鉄株式会社,市場第一部,プライム市場,,
9007,小田急電鉄株式会社,市場第一部,プライム市場,,
9008,京王電鉄株式会社,市場第一部,プライム市場,,
9009,京成電鉄株式会社,市場第一部,プライム市場,,
9010,富士急行株式会社,市場第一部,プライム市場,,
9012,秩父鉄道株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9014,新京成電鉄株式会社,市場第一部,スタンダード市場,,
9017,新潟交通株式会社,市場第二部,スタンダード市場,,
9020,東日本旅客鉄道株式会社,市場第一部,プライム市場,,
9021,西日本旅客鉄道株式会社,市場第一部,プライム市場,,
9022,東海旅客鉄道株式会社,市場第一部,プライム市場,,
9024,株式会社西武ホールディングス,市場第一部,プライム市場,,
9025,鴻池運輸株式会社,市場第一部,プライム市場,,
9028,株式会社ゼロ,市場第二部,スタンダード市場,✓,
9029,株式会社ヒガシトゥエンティワン,市場第二部,スタンダード市場,,
9031,西日本鉄道株式会社,市場第一部,プライム市場,,
9033,広島電鉄株式会社,市場第二部,スタンダード市場,,
9034,南総通運株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9036,東部ネットワーク株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9037,株式会社ハマキョウレックス,市場第一部,プライム市場,,
9039,株式会社サカイ引越センター,市場第一部,プライム市場,,
9041,近鉄グループホールディングス株式会社,市場第一部,プライム市場,,
9042,阪急阪神ホールディングス株式会社,市場第一部,プライム市場,,
9044,南海電気鉄道株式会社,市場第一部,プライム市場,,
9045,京阪ホールディングス株式会社,市場第一部,プライム市場,,
9046,神戸電鉄株式会社,市場第一部,プライム市場,,
9048,名古屋鉄道株式会社,市場第一部,プライム市場,,
9049,京福電気鉄道株式会社,市場第二部,スタンダード市場,,
9051,センコン物流株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9052,山陽電気鉄道株式会社,市場第一部,プライム市場,,
9055,株式会社アルプス物流,市場第一部,プライム市場,,
9057,遠州トラック株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9058,トランコム株式会社,市場第一部,プライム市場,,
9059,カンダホールディングス株式会社,市場第二部,スタンダード市場,,
9060,日本ロジテム株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9063,岡山県貨物運送株式会社,市場第二部,スタンダード市場,,
9064,ヤマトホールディングス株式会社,市場第一部,プライム市場,,
9065,山九株式会社,市場第一部,プライム市場,,
9066,株式会社日新,市場第一部,プライム市場,,
9067,株式会社丸運,市場第一部,スタンダード市場,,
9068,丸全昭和運輸株式会社,市場第一部,プライム市場,,
9069,センコーグループホールディングス株式会社,市場第一部,プライム市場,,
9070,トナミホールディングス株式会社,市場第一部,プライム市場,,
9072,ニッコンホールディングス株式会社,市場第一部,プライム市場,,
9073,京極運輸商事株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9074,日本石油輸送株式会社,市場第一部,スタンダード市場,,
9075,福山通運株式会社,市場第一部,プライム市場,,
9076,セイノーホールディングス株式会社,市場第一部,プライム市場,,
9078,株式会社エスライン,市場第一部,スタンダード市場,,
9081,神奈川中央交通株式会社,市場第一部,プライム市場,,
9082,大和自動車交通株式会社,市場第二部,スタンダード市場,,
9083,神姫バス株式会社,市場第二部,スタンダード市場,,
9086,株式会社日立物流,市場第一部,プライム市場,,
9087,タカセ株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9090,株式会社丸和運輸機関,市場第一部,プライム市場,✓,
9099,株式会社Ｃ＆Ｆロジホールディングス,市場第一部,プライム市場,,
9101,日本郵船株式会社,市場第一部,プライム市場,,
9104,株式会社商船三井,市場第一部,プライム市場,,
9107,川崎汽船株式会社,市場第一部,プライム市場,,
9110,ＮＳユナイテッド海運株式会社,市場第一部,プライム市場,✓,
9115,明治海運株式会社,市場第一部,スタンダード市場,,
9119,飯野海運株式会社,市場第一部,プライム市場,,
9127,玉井商船株式会社,市場第二部,スタンダード市場,✓,
9130,共栄タンカー株式会社,市場第一部,スタンダード市場,,
9142,九州旅客鉄道株式会社,市場第一部,プライム市場,,
9143,ＳＧホールディングス株式会社,市場第一部,プライム市場,,
9145,株式会社ビーイングホールディングス,市場第二部,スタンダード市場,,
9147,ＮＩＰＰＯＮ　ＥＸＰＲＥＳＳホールディングス株式会社,市場第一部,プライム市場,,
9171,栗林商船株式会社,市場第二部,スタンダード市場,,
9173,東海汽船株式会社,市場第二部,スタンダード市場,,
9176,佐渡汽船株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9179,川崎近海汽船株式会社,市場第二部,スタンダード市場,,
9193,東京汽船株式会社,市場第二部,スタンダード市場,,
9201,日本航空株式会社,市場第一部,プライム市場,,
9202,ＡＮＡホールディングス株式会社,市場第一部,プライム市場,,
9206,株式会社スターフライヤー,市場第二部,スタンダード市場,,
9211,株式会社エフ・コード,マザーズ,グロース市場,✓,
9212,Ｇｒｅｅｎ　Ｅａｒｔｈ　Ｉｎｓｔｉｔｕｔｅ株式会社,マザーズ,グロース市場,,
9232,株式会社パスコ,市場第一部,スタンダード市場,,
9233,アジア航測株式会社,市場第二部,スタンダード市場,✓,
9240,株式会社デリバリーコンサルティング,マザーズ,グロース市場,,
9241,株式会社フューチャーリンクネットワーク,マザーズ,グロース市場,,
9242,メディア総研株式会社,マザーズ,グロース市場,,
9244,株式会社デジタリフト,マザーズ,グロース市場,,
9245,株式会社リベロ,マザーズ,グロース市場,✓,
9246,株式会社プロジェクトカンパニー,マザーズ,グロース市場,,
9247,ＴＲＥホールディングス株式会社,市場第一部,プライム市場,,
9248,人・夢・技術グループ株式会社,市場第一部,プライム市場,,
9249,日本エコシステム株式会社,市場第二部,スタンダード市場,,
9250,株式会社ＧＲＣＳ,マザーズ,グロース市場,,
9251,株式会社ＡＢ＆Ｃｏｍｐａｎｙ,マザーズ,グロース市場,,
9252,株式会社ラストワンマイル,マザーズ,グロース市場,✓,
9253,スローガン株式会社,マザーズ,グロース市場,,
9254,株式会社ラバブルマーケティンググループ,マザーズ,グロース市場,,
9256,株式会社サクシード,マザーズ,グロース市場,,
9257,ＹＣＰホールディングス（グローバル）リミテッド,マザーズ（外国株）,グロース市場（外国株）,,
9258,株式会社ＣＳ－Ｃ,マザーズ,グロース市場,,
9259,株式会社タカヨシ,マザーズ,グロース市場,,
9260,西本Ｗｉｓｍｅｔｔａｃホールディングス株式会社,市場第一部,プライム市場,✓,
9262,株式会社シルバーライフ,市場第一部,プライム市場,,
9263,株式会社ビジョナリーホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9264,ポエック株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9265,ヤマシタヘルスケアホールディングス株式会社,市場第一部,スタンダード市場,,
9267,Ｇｅｎｋｙ　ＤｒｕｇＳｔｏｒｅｓ株式会社,市場第一部,プライム市場,,
9268,株式会社オプティマスグループ,市場第二部,スタンダード市場,,
9270,バリュエンスホールディングス株式会社,マザーズ,グロース市場,,
9271,株式会社和心,マザーズ,グロース市場,✓,
9272,ブティックス株式会社,マザーズ,グロース市場,,
9273,コーア商事ホールディングス株式会社,市場第一部,プライム市場,,
9274,国際紙パルプ商事株式会社,市場第一部,プライム市場,✓,
9275,株式会社ナルミヤ・インターナショナル,市場第一部,スタンダード市場,,
9278,ブックオフグループホールディングス株式会社,市場第一部,プライム市場,✓,
9279,株式会社ギフト,市場第一部,プライム市場,✓,
9301,三菱倉庫株式会社,市場第一部,プライム市場,,
9302,三井倉庫ホールディングス株式会社,市場第一部,プライム市場,,
9303,株式会社住友倉庫,市場第一部,プライム市場,,
9304,澁澤倉庫株式会社,市場第一部,プライム市場,,
9305,株式会社ヤマタネ,市場第一部,プライム市場,,
9306,東陽倉庫株式会社,市場第一部,スタンダード市場,,
9307,株式会社杉村倉庫,市場第二部,スタンダード市場,,
9308,乾汽船株式会社,市場第一部,スタンダード市場,,
9310,日本トランスシティ株式会社,市場第一部,プライム市場,,
9311,アサガミ株式会社,市場第二部,スタンダード市場,✓,
9312,ケイヒン株式会社,市場第一部,スタンダード市場,,
9313,丸八倉庫株式会社,市場第二部,スタンダード市場,,
9318,アジア開発キャピタル株式会社,市場第二部,スタンダード市場,,
9319,株式会社中央倉庫,市場第一部,プライム市場,✓,
9322,川西倉庫株式会社,市場第一部,スタンダード市場,,
9324,安田倉庫株式会社,市場第一部,プライム市場,,
9325,ファイズホールディングス株式会社,市場第一部,プライム市場,✓,
9326,株式会社関通,マザーズ,グロース市場,,
9327,株式会社イー・ロジット,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9351,東洋埠頭株式会社,市場第一部,プライム市場,✓,
9353,櫻島埠頭株式会社,市場第二部,スタンダード市場,,
9355,株式会社リンコーコーポレーション,市場第二部,スタンダード市場,✓,
9358,株式会社宇徳,市場第一部,スタンダード市場,,
9360,鈴与シンワート株式会社,市場第二部,スタンダード市場,✓,
9361,伏木海陸運送株式会社,市場第二部,スタンダード市場,,
9362,兵機海運株式会社,市場第二部,スタンダード市場,✓,
9363,株式会社大運,市場第二部,スタンダード市場,,
9364,株式会社上組,市場第一部,プライム市場,,
9365,トレーディア株式会社,市場第二部,スタンダード市場,,
9366,株式会社サンリツ,市場第一部,スタンダード市場,,
9367,大東港運株式会社,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9368,キムラユニティー株式会社,市場第一部,スタンダード市場,,
9369,株式会社キユーソー流通システム,市場第一部,スタンダード市場,,
9375,株式会社近鉄エクスプレス,市場第一部,プライム市場,,
9376,株式会社ユーラシア旅行社,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9377,株式会社エージーピー,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9380,東海運株式会社,市場第一部,スタンダード市場,,
9381,株式会社エーアイテイー,市場第一部,プライム市場,✓,
9384,内外トランスライン株式会社,市場第一部,プライム市場,,
9385,株式会社ショーエイコーポレーション,市場第一部,プライム市場,✓,
9386,日本コンセプト株式会社,市場第一部,プライム市場,✓,
9399,ビート・ホールディングス・リミテッド（貝徳控股有限公司）,市場第二部（外国株）,スタンダード市場（外国株）,,
9401,株式会社ＴＢＳホールディングス,市場第一部,プライム市場,,
9404,日本テレビホールディングス株式会社,市場第一部,プライム市場,,
9405,朝日放送グループホールディングス株式会社,市場第一部,プライム市場,,
9408,株式会社新潟放送,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9409,株式会社テレビ朝日ホールディングス,市場第一部,プライム市場,✓,
9412,株式会社スカパーＪＳＡＴホールディングス,市場第一部,プライム市場,,
9413,株式会社テレビ東京ホールディングス,市場第一部,プライム市場,,
9414,日本ＢＳ放送株式会社,市場第一部,スタンダード市場,,
9416,株式会社ビジョン,市場第一部,プライム市場,,
9417,株式会社スマートバリュー,市場第一部,スタンダード市場,,
9418,株式会社ＵＳＥＮ－ＮＥＸＴ　ＨＯＬＤＩＮＧＳ,市場第一部,プライム市場,✓,
9419,株式会社ワイヤレスゲート,市場第一部,プライム市場,✓,
9421,株式会社エヌジェイホールディングス,ＪＡＳＤＡＱスタンダード,スタンダード市場,,
9422,コネクシオ株式会社,市場第一部,プライム市場,,
9423,株式会社フォーバル・リアルストレート,ＪＡＳＤＡＱスタンダード,スタンダード市場,✓,
9424,日本通信株式会社,市場第一部,プライム市場,,
